,Degradation0.0,Degradation0.1,Degradation0.2,Degradation0.3,Degradation0.4,Degradation0.5,Degradation0.6,Degradation0.7,Degradation0.8,Degradation0.9,Degradation1.0
0,5.580586040614795,5.620443997474594,5.658727858995829,5.831583476744597,6.123696480532785,6.111251966876549,6.246241993742935,6.471610252295277,6.620801940199121,6.753163627063892,6.45831378252115
1,0.5376542013769359,0.6028197300739804,0.6559470573074614,1.031885174009627,1.3518468161026944,1.3113556777799489,1.275419495721513,1.6695818379461094,1.8963384394897156,2.2557222289116035,2.282506276086053
2,1.115627937522749,1.2491283025886981,1.5786328583440914,2.0580572961981494,1.886027655854834,2.4529729583615763,2.8449429873616268,2.9729944853237296,3.259722814370584,3.5497357045868996,3.4630009840754314
3,3.2474893633991417,3.2846301231603965,3.3721768603522375,3.4534532977240366,3.402128698103014,3.6081018189802188,3.6147756147369288,3.610609235093437,3.6531397919263244,3.690388916391158,3.9137765679286067
4,3.2598117380732985,3.3150312549807057,3.3073266531187855,3.343329181079372,3.3182881830994586,3.32602674512044,3.3175450704664624,3.3197499049429617,3.3238224283665705,3.3246227413691756,3.7304991378148493
5,5.368568711474171,5.4220151174426325,5.481497616721089,5.701007479101911,5.828663981135236,5.8689154013171745,5.945807762106964,6.161303493983375,6.316714669516934,6.374982970620592,6.119260922261697
6,2.945319366564844,3.0838846386043763,3.1235018774412056,3.440363281289132,3.5685717259722756,3.6959468640419724,3.880065398277166,4.0925087046154465,4.307199096793354,4.421004569883728,4.487135312300131
7,3.6158921241911055,3.7359319362923307,3.9091207699928447,4.085844438407075,4.278506521953823,4.700373704035763,4.801277741983058,5.040161132378889,5.285895876405249,5.44580319589399,5.470442803318552
8,0.08571298879765668,0.2679977311613719,0.6212905551202365,1.265304264310353,1.2675651218955917,1.7773316133881596,1.9307258307746142,2.2507867958191703,2.737884089758575,3.0299068664676563,3.1408147523010572
9,0.009422992595506087,0.12492194170563824,0.22591898398305676,0.6791244932585276,0.6198962917617185,0.6929769632812799,0.7670499442945895,0.9672178699047533,1.2155706804669173,1.3468490452599826,1.3982096522667806
10,0.3774633304962128,0.3947786253803397,0.43692213316845324,0.6970378748516983,0.6427135760736497,0.7105908267808735,0.7766656943151719,0.9718647498246491,1.19198900789962,1.2673810378866215,1.2737666603948403
11,3.8868937614905437,3.897913009223057,3.911208469917873,3.973289921926626,4.027940720264291,4.075130063546815,4.108682769642087,4.166242745931182,4.228013864125873,4.271042508936553,4.222981830860111
12,0.6764621279424583,0.6877718451982463,0.6959489000990199,0.7279588148226402,0.7903370456985217,0.8193977057846249,0.8696839680020524,0.908747851210884,0.9379653669473057,0.9721444729419876,0.9186308140790238
13,0.24825960776795156,0.3499446430415995,0.5082728252786946,0.9317157584973084,0.9927135778124965,1.1040834643479551,1.293318630363704,1.5097473132559516,1.7234745980014774,1.9591882681649693,2.04978753726661
14,1.6251037672657973,1.6658871495040728,1.8269974840890066,2.0503212787170977,2.1641783275029085,2.385741661940076,2.5665909708056316,2.861499442978669,3.118221870289668,3.2878971097823704,3.2931788757413205
15,1.43274787414428,1.4417163458426674,1.46729555036691,1.5453232142044817,1.5493922054507778,1.6605471703924495,1.7025431676574105,1.7634911869710261,1.8190208874800577,1.865494216622885,1.867441394908089
16,0.08335724068544018,0.23087023977900725,0.41997323775989787,0.878108334774395,0.892682023963408,1.032661368743251,1.2299493823576608,1.408680743226779,1.6285594923907,1.8259992920050565,1.9713657012077004
17,1.1604777570828133,1.269123710475701,1.2947674086378684,1.6796478783160222,1.698872402423666,1.8855965094373226,2.1097870844224182,2.2020930239957597,1.4872308242268675,2.3641773657783305,2.8777248284928834
18,0.6230047672805533,0.7765039881345909,1.110497159249657,1.6101352828245303,1.856397292589978,2.094766130001604,2.3604784385676885,2.7517402043643826,3.5072280493746457,3.5238414098796125,3.4548941224692675
19,0.9488228508000512,1.0605166711381488,1.273148534847904,1.6569234081338158,1.9028978528743443,2.0463348403753616,2.310902748336773,2.5956407599192017,3.3494033007545783,3.2834395337673126,3.3465322826751613
