,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost,Objective Recalc
0,134.62303266666945,90.2377542131092,0.23231916485280793,1.0087650730125957e-09,9.430538540962781e-12,20.885060130234354,5.149304320810266e-10,29.933096661724136,39.6519165865068
1,113.32853702423446,63.95389008758085,0.41456066292850363,1.1642735559289895e-11,1.3303656726640272e-13,41.8272149197413,8.038685284648296e-12,34.91807363810432,-12.376837807332539
2,139.37920799111942,58.59537971616355,0.44072430766310516,3.0178024265997765e-11,4.155168455257929e-13,58.746589577475255,2.4882300061694134e-11,39.565839357713635,-39.27632491135653
3,103.24098572641202,77.49708744071268,0.17131350087892105,3.735015584229771e-12,2.901936211564524e-14,62.27147297449869,2.5004706321883652e-12,40.38419206099766,-24.98726409390349
4,114.76038196962186,71.27043647144976,0.25855643546810053,1.861159655084572e-11,3.9920076936410895e-13,61.54185011033553,9.037074252401192e-12,39.91459697184999,-29.927454175257694
5,76.02350558527915,64.60288303752009,0.2535175975382826,4.0913165773868225e-13,2.6573123136024e-15,61.14189024347708,1.6284059699352549e-13,39.65717733654016,-35.942666944958624
6,183.30530374123174,67.77548218166223,0.5531644171778141,1.482488851354522,0.21288883349450158,64.95019983823647,0.22605676406116548,42.03213821349017,-37.18437053209875
7,155.03644417011205,77.19265429904877,0.31953884676449046,1.9859694187461704e-12,1.2432183084392348e-13,62.57379289858663,1.007188237575926e-12,39.933969929997154,-24.99556968276942
8,124.75032781591571,113.24443460430001,0.4191503950002918,1.0102930464724568e-12,2.4969707348174434e-14,64.94510278579344,6.448358479092932e-13,41.5601297098877,7.158352503619554
9,223.7770469589948,165.03712264610454,0.29644823220990535,7.905457263539024e-11,2.9270163627429876e-12,67.3027738053709,4.0105401102966685e-11,43.09303004398524,54.93776702900017
10,224.36828600938912,203.43075085974533,0.25341652452570745,7.944510282822412e-12,3.831296845572051e-13,67.07823016257571,5.1049311270197105e-12,42.94142597008649,93.66451125161203
11,587.4807211850596,308.78960730781904,1.919957062985776,3.1015712000618914,4.40380339709346e-12,79.77241770456364,6.138778170870742e-11,48.65529838855755,185.38341947768848
12,396.0519348730641,421.1169783705441,0.15124618892494054,1.1387357456436247e-11,1.4496666180488835e-12,61.20337266177759,9.622289692680859e-12,41.29008676640943,318.77476513128516
13,226.03897336083287,196.67892320429826,0.2962935562236595,0.7700000001691164,2.9225060950708143e-11,67.05042146290185,2.6088634403858635e-10,42.793743396043475,87.90105190151402
14,156.82948033183726,138.14916800032609,0.2499654492291507,1.025986907497978e-11,3.8888710096883086e-13,66.41751849282034,9.342044038454341e-12,42.325130743775745,29.656484212960464
